FEN,Evaluation
rnb1r1k1/pp3p2/3p1qpp/2p5/2B1P3/5N2/P1P2PPP/1R1QR1K1 w - - 0 15,"{'type': 'cp', 'value': 226}"
rnb1r1k1/pp3p2/3Q1qpp/2p5/2B1P3/5N2/P1P2PPP/1R2R1K1 b - - 0 15,"{'type': 'cp', 'value': -564}"
rnb1r1k1/pp3p2/3q2pp/2p5/2B1P3/5N2/P1P2PPP/1R2R1K1 w - - 0 16,"{'type': 'cp', 'value': -555}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 36}"
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"{'type': 'cp', 'value': 43}"
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,"{'type': 'cp', 'value': 38}"
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"{'type': 'cp', 'value': 29}"
r1bqk1nr/pppp1ppp/2n5/4p3/1b1PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,"{'type': 'cp', 'value': 182}"
r1bqk1nr/pppp1ppp/2n5/4p3/1b1PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 184}"
r1bqk1nr/pppp1ppp/2nb4/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 5,"{'type': 'cp', 'value': 172}"
r1bqk1nr/pppp1ppp/2nb4/3Pp3/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,"{'type': 'cp', 'value': 112}"
r1bqk1nr/ppppnppp/3b4/3Pp3/4P3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,"{'type': 'cp', 'value': 117}"
r1bqk1nr/ppppnppp/3b4/3Pp3/2P1P3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 6,"{'type': 'cp', 'value': 62}"
r1bqk1nr/pp1pnppp/2pb4/3Pp3/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq - 0 7,"{'type': 'cp', 'value': 123}"
r1bqk1nr/pp1pnppp/2pb4/3Pp3/2P1P3/5N2/PP2BPPP/RNBQK2R b KQkq - 1 7,"{'type': 'cp', 'value': 55}"
r1bqk2r/pp1pnppp/2pb1n2/3Pp3/2P1P3/5N2/PP2BPPP/RNBQK2R w KQkq - 2 8,"{'type': 'cp', 'value': 105}"
r1bqk2r/pp1pnppp/2pb1n2/3Pp1B1/2P1P3/5N2/PP2BPPP/RN1QK2R b KQkq - 3 8,"{'type': 'cp', 'value': -146}"
r1bqk2r/pp1pnppp/2pb4/3Pp1B1/2P1n3/5N2/PP2BPPP/RN1QK2R w KQkq - 0 9,"{'type': 'cp', 'value': -151}"
r1bqk2r/pp1pBppp/2pb4/3Pp3/2P1n3/5N2/PP2BPPP/RN1QK2R b KQkq - 0 9,"{'type': 'cp', 'value': -202}"
r1b1k2r/pp1pqppp/2pb4/3Pp3/2P1n3/5N2/PP2BPPP/RN1QK2R w KQkq - 0 10,"{'type': 'cp', 'value': -222}"
r1b1k2r/pp1pqppp/2Pb4/4p3/2P1n3/5N2/PP2BPPP/RN1QK2R b KQkq - 0 10,"{'type': 'cp', 'value': -305}"
r1b1k2r/pp2qppp/2pb4/4p3/2P1n3/5N2/PP2BPPP/RN1QK2R w KQkq - 0 11,"{'type': 'cp', 'value': -305}"
r1b1k2r/pp2qppp/2pb4/4p3/2P1n3/3B1N2/PP3PPP/RN1QK2R b KQkq - 1 11,"{'type': 'cp', 'value': -407}"
r1b1k2r/pp2qppp/2pb4/2n1p3/2P5/3B1N2/PP3PPP/RN1QK2R w KQkq - 2 12,"{'type': 'cp', 'value': -411}"
r1b1k2r/pp2qppp/2pb4/2n1p3/2P5/3B1N2/PP3PPP/RN1Q1RK1 b kq - 3 12,"{'type': 'cp', 'value': -458}"
r1b1k2r/pp2q1pp/2pb4/2n1pp2/2P5/3B1N2/PP3PPP/RN1Q1RK1 w kq - 0 13,"{'type': 'cp', 'value': -362}"
r1b1k2r/pp2q1pp/2pb4/2n1pp2/2P5/3B1N2/PP3PPP/RN1QR1K1 b kq - 1 13,"{'type': 'cp', 'value': -381}"
r1b1k2r/pp2q1pp/2pb4/2n2p2/2P1p3/3B1N2/PP3PPP/RN1QR1K1 w kq - 0 14,"{'type': 'cp', 'value': -357}"
r1b1k2r/pp2q1pp/2pb4/2n2p2/2P1p3/5N2/PPB2PPP/RN1QR1K1 b kq - 1 14,"{'type': 'cp', 'value': -379}"
r1b2rk1/pp2q1pp/2pb4/2n2p2/2P1p3/5N2/PPB2PPP/RN1QR1K1 w - - 2 15,"{'type': 'cp', 'value': -361}"
r1b2rk1/pp2q1pp/2pb4/2n2p2/2PNp3/8/PPB2PPP/RN1QR1K1 b - - 3 15,"{'type': 'cp', 'value': -455}"
r1b2rk1/pp4pp/2pb4/2n1qp2/2PNp3/8/PPB2PPP/RN1QR1K1 w - - 4 16,"{'type': 'cp', 'value': -375}"
r1b2rk1/pp4pp/2pb4/2n1qp2/2P1p3/5N2/PPB2PPP/RN1QR1K1 b - - 5 16,"{'type': 'cp', 'value': -439}"
r1b2rk1/pp4pp/2pb4/2n2p2/2P1pq2/5N2/PPB2PPP/RN1QR1K1 w - - 6 17,"{'type': 'cp', 'value': -397}"
r1b2rk1/pp4pp/2pb4/2n2p2/2PNpq2/8/PPB2PPP/RN1QR1K1 b - - 7 17,"{'type': 'cp', 'value': -614}"
r1b2rk1/pp4pp/2pb4/2n2p2/2PNp3/8/PPB2PPq/RN1QR1K1 w - - 0 18,"{'type': 'cp', 'value': -600}"
r1b2rk1/pp4pp/2pb4/2n2p2/2PNp3/8/PPB2PPq/RN1QRK2 b - - 1 18,"{'type': 'cp', 'value': -629}"
r1b2rk1/pp4pp/2p5/2n1bp2/2PNp3/8/PPB2PPq/RN1QRK2 w - - 2 19,"{'type': 'cp', 'value': -573}"
r1b2rk1/pp4pp/2p5/2n1bp2/2P1p3/5N2/PPB2PPq/RN1QRK2 b - - 3 19,"{'type': 'cp', 'value': -666}"
r1b2rk1/pp4pp/2p5/2n1bp2/2P5/5p2/PPB2PPq/RN1QRK2 w - - 0 20,"{'type': 'cp', 'value': -706}"
r1b2rk1/pp4pp/2p5/2n1bp2/2P5/5Q2/PPB2PPq/RN2RK2 b - - 0 20,"{'type': 'cp', 'value': -617}"
r1b2rk1/pp4pp/2p5/2n2p2/2P5/5Q2/PbB2PPq/RN2RK2 w - - 0 21,"{'type': 'cp', 'value': -718}"
r1b2rk1/pp4pp/2p5/2n2p2/2P5/2N2Q2/PbB2PPq/R3RK2 b - - 1 21,"{'type': 'cp', 'value': -782}"
r1b2rk1/pp4pp/2p5/2n2p2/2P5/2N2Q2/P1B2PPq/b3RK2 w - - 0 22,"{'type': 'cp', 'value': -701}"
r1b2rk1/pp4pp/2p5/2n2p2/2P5/2N2Q2/P1B2PPq/R4K2 b - - 0 22,"{'type': 'cp', 'value': -771}"
r1b2rk1/pp4pp/2p5/2n2p2/2P5/2N2Q2/P1B2PP1/R4K1q w - - 1 23,"{'type': 'cp', 'value': -813}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,"{'type': 'cp', 'value': 30}"
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"{'type': 'cp', 'value': 34}"
rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,"{'type': 'cp', 'value': 19}"
rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,"{'type': 'cp', 'value': 21}"
rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 20}"
rn1qkbnr/ppp2ppp/8/3p4/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,"{'type': 'cp', 'value': 62}"
rn1qkbnr/ppp2ppp/8/3p4/2PP2b1/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5,"{'type': 'cp', 'value': 7}"
rn1qk1nr/ppp2ppp/8/3p4/1bPP2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,"{'type': 'cp', 'value': -2}"
rn1qk1nr/ppp2ppp/8/3p4/1bPP2b1/5N2/PP1B1PPP/RN1QKB1R b KQkq - 2 6,"{'type': 'cp', 'value': -97}"
rn2k1nr/ppp1qppp/8/3p4/1bPP2b1/5N2/PP1B1PPP/RN1QKB1R w KQkq - 3 7,"{'type': 'cp', 'value': -96}"
rn2k1nr/ppp1qppp/8/3p4/1bPP2b1/5N2/PP1BBPPP/RN1QK2R b KQkq - 4 7,"{'type': 'cp', 'value': -108}"
rn2k1nr/ppp1qppp/8/3p4/1bPP4/5b2/PP1BBPPP/RN1QK2R w KQkq - 0 8,"{'type': 'cp', 'value': -108}"
rn2k1nr/ppp1qppp/8/3p4/1BPP4/5b2/PP2BPPP/RN1QK2R b KQkq - 0 8,"{'type': 'cp', 'value': -393}"
rn2k1nr/ppp2ppp/8/3p4/1qPP4/5b2/PP2BPPP/RN1QK2R w KQkq - 0 9,"{'type': 'cp', 'value': -400}"
rn2k1nr/ppp2ppp/8/3p4/1qPP4/2N2b2/PP2BPPP/R2QK2R b KQkq - 1 9,"{'type': 'cp', 'value': -401}"
rn2k1nr/ppp2ppp/8/3p4/1qPP4/2N5/PP2bPPP/R2QK2R w KQkq - 0 10,"{'type': 'cp', 'value': -375}"
rn2k1nr/ppp2ppp/8/3p4/1qPP4/2N5/PP2QPPP/R3K2R b KQkq - 0 10,"{'type': 'cp', 'value': -415}"
rn2k2r/ppp1nppp/8/3p4/1qPP4/2N5/PP2QPPP/R3K2R w KQkq - 1 11,"{'type': 'cp', 'value': -325}"
rn2k2r/ppp1nppp/8/3p4/1qPP4/2N5/PP2QPPP/R4RK1 b kq - 2 11,"{'type': 'cp', 'value': -392}"
rn3rk1/ppp1nppp/8/3p4/1qPP4/2N5/PP2QPPP/R4RK1 w - - 3 12,"{'type': 'cp', 'value': -336}"
rn3rk1/ppp1nppp/8/3p4/1qPP4/P1N5/1P2QPPP/R4RK1 b - - 0 12,"{'type': 'cp', 'value': -425}"
rn3rk1/ppp1nppp/3q4/3p4/2PP4/P1N5/1P2QPPP/R4RK1 w - - 1 13,"{'type': 'cp', 'value': -444}"
rn3rk1/ppp1nppp/3q4/3P4/3P4/P1N5/1P2QPPP/R4RK1 b - - 0 13,"{'type': 'cp', 'value': -438}"
rn3rk1/ppp2ppp/3q4/3n4/3P4/P1N5/1P2QPPP/R4RK1 w - - 0 14,"{'type': 'cp', 'value': -507}"
rn3rk1/ppp2ppp/3q4/3n4/3PQ3/P1N5/1P3PPP/R4RK1 b - - 1 14,"{'type': 'cp', 'value': -544}"
rn3rk1/ppp2ppp/3q4/8/3PQ3/P1n5/1P3PPP/R4RK1 w - - 0 15,"{'type': 'cp', 'value': -505}"
rn3rk1/pQp2ppp/3q4/8/3P4/P1n5/1P3PPP/R4RK1 b - - 0 15,"{'type': 'cp', 'value': -677}"
r4rk1/pQp2ppp/2nq4/8/3P4/P1n5/1P3PPP/R4RK1 w - - 1 16,"{'type': 'cp', 'value': -453}"
r4rk1/pQp2ppp/2nq4/8/3P4/P1P5/5PPP/R4RK1 b - - 0 16,"{'type': 'cp', 'value': -445}"
r4rk1/1Qp2ppp/2nq4/p7/3P4/P1P5/5PPP/R4RK1 w - - 0 17,"{'type': 'cp', 'value': -450}"
r4rk1/1Qp2ppp/2nq4/p7/3P4/P1P4P/5PP1/R4RK1 b - - 0 17,"{'type': 'cp', 'value': -566}"
rr4k1/1Qp2ppp/2nq4/p7/3P4/P1P4P/5PP1/R4RK1 w - - 1 18,"{'type': 'cp', 'value': -567}"
Qr4k1/2p2ppp/2nq4/p7/3P4/P1P4P/5PP1/R4RK1 b - - 0 18,"{'type': 'cp', 'value': -555}"
r5k1/2p2ppp/2nq4/p7/3P4/P1P4P/5PP1/R4RK1 w - - 0 19,"{'type': 'cp', 'value': -572}"
r5k1/2p2ppp/2nq4/p7/3P4/P1P4P/5PP1/R3R1K1 b - - 1 19,"{'type': 'cp', 'value': -567}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 23}"
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 44}"
rnbqkbnr/pppp1ppp/4p3/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 11}"
rnbqkbnr/pp1p1ppp/4p3/2p5/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 18}"
rnbqkbnr/pp1p1ppp/4p3/2p5/3P1B2/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 3,"{'type': 'cp', 'value': 21}"
rnb1kbnr/pp1p1ppp/1q2p3/2p5/3P1B2/2P5/PP2PPPP/RN1QKBNR w KQkq - 1 4,"{'type': 'cp', 'value': 22}"
rnb1kbnr/pp1p1ppp/1q2p3/2p5/3P1B2/1PP5/P3PPPP/RN1QKBNR b KQkq - 0 4,"{'type': 'cp', 'value': -24}"
rnb1kbnr/pp1p1ppp/1q2p3/8/3p1B2/1PP5/P3PPPP/RN1QKBNR w KQkq - 0 5,"{'type': 'cp', 'value': -24}"
rnb1kbnr/pp1p1ppp/1q2p3/8/3P1B2/1P6/P3PPPP/RN1QKBNR b KQkq - 0 5,"{'type': 'cp', 'value': -101}"
rnb1k1nr/pp1p1ppp/1q2p3/8/1b1P1B2/1P6/P3PPPP/RN1QKBNR w KQkq - 1 6,"{'type': 'cp', 'value': -143}"
rnb1k1nr/pp1p1ppp/1q2p3/8/1b1P4/1P6/P2BPPPP/RN1QKBNR b KQkq - 2 6,"{'type': 'cp', 'value': -147}"
rnb1k1nr/pp1p1ppp/4p3/8/1b1q4/1P6/P2BPPPP/RN1QKBNR w KQkq - 0 7,"{'type': 'cp', 'value': -168}"
rnb1k1nr/pp1p1ppp/4p3/8/1b1q4/1P2P3/P2B1PPP/RN1QKBNR b KQkq - 0 7,"{'type': 'cp', 'value': -195}"
rnb1k1nr/pp1p1ppp/4p3/8/1b6/1P2P3/P2B1PPP/qN1QKBNR w Kkq - 0 8,"{'type': 'cp', 'value': -195}"
rnb1k1nr/pp1p1ppp/4p3/8/1B6/1P2P3/P4PPP/qN1QKBNR b Kkq - 0 8,"{'type': 'cp', 'value': -173}"
rnb1k1nr/pp1p1ppp/4pq2/8/1B6/1P2P3/P4PPP/1N1QKBNR w Kkq - 1 9,"{'type': 'cp', 'value': -78}"
rnb1k1nr/pp1p1ppp/4pq2/8/8/1PB1P3/P4PPP/1N1QKBNR b Kkq - 2 9,"{'type': 'cp', 'value': -143}"
rnb1k1nr/pp1p1ppp/4p1q1/8/8/1PB1P3/P4PPP/1N1QKBNR w Kkq - 3 10,"{'type': 'cp', 'value': -98}"
rnb1k1nr/pp1p1ppp/4p1q1/8/8/1PB1PN2/P4PPP/1N1QKB1R b Kkq - 4 10,"{'type': 'cp', 'value': -111}"
rnb1k1nr/pp1p1pp1/4p1qp/8/8/1PB1PN2/P4PPP/1N1QKB1R w Kkq - 0 11,"{'type': 'cp', 'value': 192}"
rnb1k1nr/pp1p1pp1/4p1qp/4N3/8/1PB1P3/P4PPP/1N1QKB1R b Kkq - 1 11,"{'type': 'cp', 'value': 173}"
rnb1k1nr/pp1p1pp1/4p2p/4N1q1/8/1PB1P3/P4PPP/1N1QKB1R w Kkq - 2 12,"{'type': 'cp', 'value': 132}"
rnb1k1nr/pp1p1pp1/4p2p/4N1q1/7P/1PB1P3/P4PP1/1N1QKB1R b Kkq - 0 12,"{'type': 'cp', 'value': 15}"
rnb1k1nr/pp1pqpp1/4p2p/4N3/7P/1PB1P3/P4PP1/1N1QKB1R w Kkq - 1 13,"{'type': 'cp', 'value': 81}"
rnb1k1nr/pp1pqpp1/4p2p/4N3/7P/1PB1PQ2/P4PP1/1N2KB1R b Kkq - 2 13,"{'type': 'cp', 'value': -141}"
rnb1k2r/pp1pqpp1/4pn1p/4N3/7P/1PB1PQ2/P4PP1/1N2KB1R w Kkq - 3 14,"{'type': 'cp', 'value': -147}"
rnb1k2r/pp1pqpp1/4pn1p/4N3/7P/PPB1PQ2/5PP1/1N2KB1R b Kkq - 0 14,"{'type': 'cp', 'value': -221}"
rnb1k2r/pp2qpp1/3ppn1p/4N3/7P/PPB1PQ2/5PP1/1N2KB1R w Kkq - 0 15,"{'type': 'cp', 'value': -208}"
rnb1k2r/pp2qpp1/3ppn1p/1B2N3/7P/PPB1PQ2/5PP1/1N2K2R b Kkq - 1 15,"{'type': 'cp', 'value': -225}"
rnb2k1r/pp2qpp1/3ppn1p/1B2N3/7P/PPB1PQ2/5PP1/1N2K2R w K - 2 16,"{'type': 'cp', 'value': -221}"
rnb2k1r/pp2qpp1/3ppn1p/1B2N3/1B5P/PP2PQ2/5PP1/1N2K2R b K - 3 16,"{'type': 'cp', 'value': -390}"
rnb2k1r/1p2qpp1/3ppn1p/pB2N3/1B5P/PP2PQ2/5PP1/1N2K2R w K - 0 17,"{'type': 'cp', 'value': -401}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pppp1ppp/4p3/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,"{'type': 'cp', 'value': -28}"
rnbqkbnr/ppp2ppp/4p3/3p4/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,"{'type': 'cp', 'value': -31}"
rnbqkbnr/ppp2ppp/4p3/3P4/2B5/8/PPPP1PPP/RNBQK1NR b KQkq - 0 3,"{'type': 'cp', 'value': -31}"
rnbqkbnr/ppp2ppp/8/3p4/2B5/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,"{'type': 'cp', 'value': -26}"
rnbqkbnr/ppp2ppp/8/3p4/8/1B6/PPPP1PPP/RNBQK1NR b KQkq - 1 4,"{'type': 'cp', 'value': -26}"
rnb1kbnr/ppp1qppp/8/3p4/8/1B6/PPPP1PPP/RNBQK1NR w KQkq - 2 5,"{'type': 'cp', 'value': 28}"
rnb1kbnr/ppp1qppp/8/3p4/8/1B6/PPPPNPPP/RNBQK2R b KQkq - 3 5,"{'type': 'cp', 'value': 27}"
rnb1kb1r/ppp1qppp/5n2/3p4/8/1B6/PPPPNPPP/RNBQK2R w KQkq - 4 6,"{'type': 'cp', 'value': 22}"
rnb1kb1r/ppp1qppp/5n2/3p4/3P4/1B6/PPP1NPPP/RNBQK2R b KQkq - 0 6,"{'type': 'cp', 'value': 35}"
r1b1kb1r/ppp1qppp/2n2n2/3p4/3P4/1B6/PPP1NPPP/RNBQK2R w KQkq - 1 7,"{'type': 'cp', 'value': 48}"
r1b1kb1r/ppp1qppp/2n2n2/3p4/3P4/1B6/PPP1NPPP/RNBQ1RK1 b kq - 2 7,"{'type': 'cp', 'value': 56}"
r3kb1r/ppp1qppp/2n2n2/3p1b2/3P4/1B6/PPP1NPPP/RNBQ1RK1 w kq - 3 8,"{'type': 'cp', 'value': 67}"
r3kb1r/ppp1qppp/2n2n2/3p1bB1/3P4/1B6/PPP1NPPP/RN1Q1RK1 b kq - 4 8,"{'type': 'cp', 'value': 60}"
r3kb1r/ppp1qpp1/2n2n1p/3p1bB1/3P4/1B6/PPP1NPPP/RN1Q1RK1 w kq - 0 9,"{'type': 'cp', 'value': 69}"
r3kb1r/ppp1qpp1/2n2B1p/3p1b2/3P4/1B6/PPP1NPPP/RN1Q1RK1 b kq - 0 9,"{'type': 'cp', 'value': 74}"
r3kb1r/ppp2pp1/2n2q1p/3p1b2/3P4/1B6/PPP1NPPP/RN1Q1RK1 w kq - 0 10,"{'type': 'cp', 'value': 62}"
r3kb1r/ppp2pp1/2n2q1p/3B1b2/3P4/8/PPP1NPPP/RN1Q1RK1 b kq - 0 10,"{'type': 'cp', 'value': 22}"
r3kb1r/ppp2pp1/5q1p/3B1b2/1n1P4/8/PPP1NPPP/RN1Q1RK1 w kq - 1 11,"{'type': 'cp', 'value': 84}"
r3kb1r/ppp2pp1/5q1p/5b2/1n1P4/1B6/PPP1NPPP/RN1Q1RK1 b kq - 2 11,"{'type': 'cp', 'value': 109}"
2kr1b1r/ppp2pp1/5q1p/5b2/1n1P4/1B6/PPP1NPPP/RN1Q1RK1 w - - 3 12,"{'type': 'cp', 'value': 100}"
2kr1b1r/ppp2pp1/5q1p/5b2/1n1P4/PB6/1PP1NPPP/RN1Q1RK1 b - - 0 12,"{'type': 'cp', 'value': 87}"
2kr1b1r/ppp2pp1/2n2q1p/5b2/3P4/PB6/1PP1NPPP/RN1Q1RK1 w - - 1 13,"{'type': 'cp', 'value': 95}"
2kr1b1r/ppp2pp1/2n2q1p/5b2/3P4/PBP5/1P2NPPP/RN1Q1RK1 b - - 0 13,"{'type': 'cp', 'value': 108}"
2kr3r/ppp2pp1/2nb1q1p/5b2/3P4/PBP5/1P2NPPP/RN1Q1RK1 w - - 1 14,"{'type': 'cp', 'value': 183}"
2kr3r/ppp2pp1/2nb1q1p/5b2/3P4/PBP3N1/1P3PPP/RN1Q1RK1 b - - 2 14,"{'type': 'cp', 'value': 195}"
2kr3r/ppp2p2/2nb1qpp/5b2/3P4/PBP3N1/1P3PPP/RN1Q1RK1 w - - 0 15,"{'type': 'cp', 'value': 225}"
2kr3r/ppp2p2/2nb1qpp/5b2/3P4/PBP3N1/1P1N1PPP/R2Q1RK1 b - - 1 15,"{'type': 'cp', 'value': 231}"
2kr3r/ppp2p2/2nb1qp1/5b1p/3P4/PBP3N1/1P1N1PPP/R2Q1RK1 w - - 0 16,"{'type': 'cp', 'value': 238}"
2kr3r/ppp2p2/2nb1qp1/5b1p/3PN3/PBP5/1P1N1PPP/R2Q1RK1 b - - 1 16,"{'type': 'cp', 'value': 181}"
2kr3r/ppp2p2/2nb1qp1/7p/3Pb3/PBP5/1P1N1PPP/R2Q1RK1 w - - 0 17,"{'type': 'cp', 'value': 186}"
2kr3r/ppp2p2/2nb1qp1/7p/3PN3/PBP5/1P3PPP/R2Q1RK1 b - - 0 17,"{'type': 'cp', 'value': 179}"
2kr3r/ppp2p2/2n2qp1/7p/3PN3/PBP5/1P3PPb/R2Q1RK1 w - - 0 18,"{'type': 'cp', 'value': 196}"
2kr3r/ppp2p2/2n2qp1/7p/3PN3/PBP5/1P3PPb/R2Q1R1K b - - 1 18,"{'type': 'cp', 'value': -84}"
2kr3r/ppp2p2/2n3p1/7p/3PN2q/PBP5/1P3PPb/R2Q1R1K w - - 2 19,"{'type': 'cp', 'value': -105}"
2kr3r/ppp2p2/2n3p1/7p/3PN2q/PBP2P2/1P4Pb/R2Q1R1K b - - 0 19,"{'type': 'mate', 'value': -2}"
2kr3r/ppp2p2/2n3p1/7p/3PN2q/PBP2Pb1/1P4P1/R2Q1R1K w - - 1 20,"{'type': 'mate', 'value': -1}"
2kr3r/ppp2p2/2n3p1/7p/3PN2q/PBP2Pb1/1P4P1/R2Q1RK1 b - - 2 20,"{'type': 'mate', 'value': -1}"
2kr3r/ppp2p2/2n3p1/7p/3PN3/PBP2Pb1/1P4Pq/R2Q1RK1 w - - 3 21,"{'type': 'mate', 'value': 0}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 41}"
rnbqk1nr/pppp1ppp/4p3/8/1b2P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,"{'type': 'cp', 'value': 71}"
rnbqk1nr/pppp1ppp/4p3/8/1b2P3/2N5/PPPPNPPP/R1BQKB1R b KQkq - 3 3,"{'type': 'cp', 'value': 32}"
rnbqk2r/ppppnppp/4p3/8/1b2P3/2N5/PPPPNPPP/R1BQKB1R w KQkq - 4 4,"{'type': 'cp', 'value': 62}"
rnbqk2r/ppppnppp/4p3/8/1b2P3/P1N5/1PPPNPPP/R1BQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 58}"
rnbqk2r/ppppnppp/4p3/8/4P3/P1b5/1PPPNPPP/R1BQKB1R w KQkq - 0 5,"{'type': 'cp', 'value': 55}"
rnbqk2r/ppppnppp/4p3/8/4P3/P1N5/1PPP1PPP/R1BQKB1R b KQkq - 0 5,"{'type': 'cp', 'value': 50}"
rnbqk2r/ppp1nppp/4p3/3p4/4P3/P1N5/1PPP1PPP/R1BQKB1R w KQkq - 0 6,"{'type': 'cp', 'value': 47}"
rnbqk2r/ppp1nppp/4p3/3p4/3PP3/P1N5/1PP2PPP/R1BQKB1R b KQkq - 0 6,"{'type': 'cp', 'value': 46}"
r1bqk2r/pppnnppp/4p3/3p4/3PP3/P1N5/1PP2PPP/R1BQKB1R w KQkq - 1 7,"{'type': 'cp', 'value': 117}"
r1bqk2r/pppnnppp/4p3/3pP3/3P4/P1N5/1PP2PPP/R1BQKB1R b KQkq - 0 7,"{'type': 'cp', 'value': 25}"
r1bqk2r/pp1nnppp/4p3/2ppP3/3P4/P1N5/1PP2PPP/R1BQKB1R w KQkq - 0 8,"{'type': 'cp', 'value': 19}"
r1bqk2r/pp1nnppp/4p3/2ppP3/3P4/P1N1B3/1PP2PPP/R2QKB1R b KQkq - 1 8,"{'type': 'cp', 'value': -26}"
r1bqk2r/pp1n1ppp/4p3/2ppPn2/3P4/P1N1B3/1PP2PPP/R2QKB1R w KQkq - 2 9,"{'type': 'cp', 'value': -21}"
r1bqk2r/pp1n1ppp/4p3/2ppPn2/3P4/P1N1B3/1PPQ1PPP/R3KB1R b KQkq - 3 9,"{'type': 'cp', 'value': -58}"
